Publisher,User`s Price,Best Price,Price Difference,Type,Category,AS,DR,Top Country,Organic Traffic,Ref Domains,Link Follow,Best Niche Prices,Best Seller 1st,Referral Link 1st,Price 1st,Rating 1st,Best Seller 2nd,Referral Link 2nd,Price 2nd,Rating 2nd,Best Seller 3rd,Referral Link 3rd,Price 3rd,Rating 3rd
amateurtraveler.com,NaN,412,NaN,Link Insertion,Travelling,43,59,us,56530,3703,dofollow,,adsy.com,https://ref.adsy.com/?ref=referral&ref_type=direct&ref_id=n1dzdtkv28djc7uh&ref_item=3,412,8.5,Assisted Purchase,,462,,,,,
blogpreston.co.uk,NaN,512,NaN,Guest Post,"Automotive, Business, Sports",40,53,uk,58722,4491,dofollow,,collaborator.pro,https://collaborator.pro/?ref=quRNI8,512,9.0,Assisted Purchase,,564,,,,,
3rd-strike.com,NaN,378,NaN,Link Insertion,"Entertainment, Games, Movies",23,44,us,258,6635,dofollow,,serpzilla.com,https://serpzilla.com/r.JkZYyVIMKu.php,378,,serpzilla.com,https://serpzilla.com/r.JkZYyVIMKu.php,410,,Assisted Purchase,,416,
actwitty.com,NaN,74,NaN,Link Insertion,"Business, Marketing and Advertising, Personal Blogs",21,47,us,451,1160,dofollow,,adsy.com,https://ref.adsy.com/?ref=referral&ref_type=direct&ref_id=n1dzdtkv28djc7uh&ref_item=3,74,8.5,Assisted Purchase,,124,,serpzilla.com,https://serpzilla.com/r.JkZYyVIMKu.php,158,
advfn.com,NaN,345,NaN,Link Insertion,Finance,64,73,uk,615097,26818,nofollow,,prnews.io,https://prnews.io/sites?i=3738683,345,10.0,Assisted Purchase,,380,,,,,
afootballreport.com,NaN,244,NaN,Link Insertion,Sports,34,43,ng,1269,5165,dofollow,,serpzilla.com,https://serpzilla.com/r.JkZYyVIMKu.php,244,,Assisted Purchase,,269,,serpzilla.com,https://serpzilla.com/r.JkZYyVIMKu.php,277,
alsfastball.com,NaN,194,NaN,Link Insertion,Sports,20,20,ca,467,769,dofollow,,serpzilla.com,https://serpzilla.com/r.JkZYyVIMKu.php,194,,Assisted Purchase,,214,,serpzilla.com,https://serpzilla.com/r.JkZYyVIMKu.php,233,
anfieldindex.com,NaN,183,NaN,Link Insertion,"Entertainment, Games, Sports",43,74,uk,64347,6197,dofollow,"Casino - 1699.2, Crypto - 1699.2, Finance&Trading - 1699.2",adsy.com,https://ref.adsy.com/?ref=referral&ref_type=direct&ref_id=n1dzdtkv28djc7uh&ref_item=3,183,8.5,Assisted Purchase,,233,,bazoom.com,https://app.bazoom.com/refer?ref=aSVUVs3AXAKnoqqa,1699,7.5
architecturelab.net,NaN,188,NaN,Link Insertion,"Art, Home and Family, Real estate",32,63,us,3126,8258,dofollow,,linkpublishers.com,https://dashboard.linkpublishers.com/register/MAX5A8405,188,8.0,Assisted Purchase,,208,,serpzilla.com,https://serpzilla.com/r.JkZYyVIMKu.php,1244,
ataturkairport.com,NaN,261,NaN,Link Insertion,Travelling,26,55,br,43,1622,dofollow,,adsy.com,https://ref.adsy.com/?ref=referral&ref_type=direct&ref_id=n1dzdtkv28djc7uh&ref_item=3,261,8.5,Assisted Purchase,,311,,serpzilla.com,https://serpzilla.com/r.JkZYyVIMKu.php,388,
